able,способный; умелый
conditions,условия; режим; обстановка; состояние,,,,,
conference,конференция,,,,,
conflict,конфликт,,,,,
congress,конгресс,,,,,
consequences,последствия,,,,,
consider,рассмотреть; обсудить; обдумывать; считать; учитывать,,,,,
construction,строительство,,,,,
contains,содержит,,,,,
content,содержание,,,,,
contest,конкурс,,,,,
continue,продолжать,,,,,
continues,продолжает,,,,,
contract,контракт,,,,,
control,контроль,,,,,
convenient,удобный,,,,,
conversation,разговор,,,,,
cook,повар; готовить,,,,,
cooked,приготовил; сварил,,,,,
cooking,готовить,,,,,
cooks,готовит,,,,,
corner,угол,,,,,
cost,стоимость,,,,,
costs,расходы,,,,,
could,могли; мог; мочь,,,,,
count,считать; рассчитывать,,,,,
country,страна,,,,,
counts,считает,,,,,
couple,пара,,,,,
course,конечно; курс,,,,,
court,суд,,,,,
cover,прикрывать; защищать; накрывать; закрывать; покрышка,,,,,
creates,создает,,,,,
credit,кредит,,,,,
crime,преступление,,,,,
crisis,кризис,,,,,
crop,урожай,,,,,
cultural,культурный,,,,,
culture,культура,,,,,
cup,чашка,,,,,
currency,валюта,,,,,
currently,в настоящее время,,,,,
cut,резать; вырезать,,,,,
cuts,режет,,,,,
cycle,цикл,,,,,
dad,папа,,,,,
damage,урон; ущерб,,,,,
dance,танец,,,,,
danger,опасность,,,,,
dark,темный,,,,,
date,дата,,,,,
daughter,дочь,,,,,
day,день,,,,,
deal,сделка,,,,,
death,смерть,,,,,
debt,долг,,,,,
decade,десятилетие,,,,,
december,декабрь,,,,,
decision,решение,,,,,
decrease,снижение; уменьшение,,,,,
deep,глубокий,,,,,
define,определять,,,,,
definitely,определенно,,,,,
definition,определение,,,,,
degrees,градусы,,,,,
deliver,доставляет,,,,,
delivers,доставляет,,,,,
delivery,доставка,,,,,
demand,требование,,,,,
demands,требует,,,,,
department,отдел,,,,,
departure,отправление; выезд,,,,,
depth,глубина,,,,,
description,описание,,,,,
design,дизайн; проектировать,,,,,
desire,желание,,,,,
desk,письменный стол,,,,,
details,детали,,,,,
develop,развивать,,,,,
developed,разработал; развил,,,,,
die,умереть,,,,,
diet,диета,,,,,
difference,различие,,,,,
different,другой,,,,,
difficulty,трудность; затруднение,,,,,
direction,направление; управление,,,,,
director,режиссёр; руководитель; начальник; директор,,,,,
dirty,грязный,,,,,
discover,открытие,,,,,
discovery,открытие,,,,,
discussion,обсуждение,,,,,
disease,болезнь,,,,,
distance,расстояние,,,,,
district,район,,,,,
doctor,доктор,,,,,
documents,документы,,,,,
doing,делать,,,,,
dollars,доллары,,,,,
done,сделанный; законченный,,,,,
door,дверь,,,,,
dots,точки,,,,,
doubts,сомнения,,,,,
down,вниз,,,,,
dream,сон,,,,,
drink,пить,,,,,
drinking,пить,,,,,
drive,везти; ездить; водить; ехать,,,,,
drugs,наркотики,,,,,
drunk,выпил,,,,,
dry,сушит,,,,,
during,во время,,,,,
dust,пыль,,,,,
each,каждый,,,,,
ears,уши,,,,,
earth,земля,,,,,
easily,легко,,,,,
eat,есть,,,,,
eaten,поел,,,,,
eating,есть,,,,,
economy,экономика,,,,,
edge,край,,,,,
edition,издание,,,,,
education,образование,,,,,
effect,эффект,,,,,
efficient,эффективный,,,,,
efforts,усилия,,,,,
eight,восемь,,,,,
eighteen,восемнадцать,,,,,
eighty,восемьдесят,,,,,
elections,выборы,,,,,
electric,электричество,,,,,
eleven,одиннадцать,,,,,
else,еще,,,,,
emergency,запасной; аварийный; экстренный,,,,,
ends,заканчивает,,,,,
enemy,враг,,,,,
energy,энергия,,,,,
engine,двигатель,,,,,
engineer,инженер,,,,,
England,Англия,,,,,
enough,достаточно; довольно,,,,,
entrance,вход,,,,,
entry,вход,,,,,
equipment,оборудование,,,,,
especially,особенно,,,,,
Europe,Европа,,,,,
european,европейский,,,,,
even,даже; ещё; ровный,,,,,
evening,вечер,,,,,
ever,когда-либо,,,,,
every,каждый,,,,,
everybody,каждый; все; кто угодно,,,,,
everyone,каждый; все; все люди,,,,,
everything,все,,,,,
evidence,доказательства,,,,,
exactly,точно,,,,,
example,пример,,,,,
excellent,превосходный; отличный,,,,,
except,кроме,,,,,
exercise,упражнение,,,,,
exercises,упражнения; тренировка,,,,,
exist,существовать,,,,,
existence,существование,,,,,
exit,выход,,,,,
expensive,дорогой,,,,,
experience,опыт,,,,,
explain,объяснять,,,,,
explains,объясняет,,,,,
explanation,объяснение,,,,,
expression,выражение,,,,,
eyes,глаза,,,,,
face,лицо,,,,,
fail,терпеть неудачу,,,,,
failure,сбой; повреждение; небрежность; неудача; отказ; недостаточность,,,,,
fair,справедливый; ярмарка,,,,,
faith,вера,,,,,
fall,осень,,,,,
familiar,знакомый,,,,,
family,семья,,,,,
famous,знаменитый,,,,,
far,далеко,,,,,
farm,ферма,,,,,
farmer,фермер,,,,,
fashion,мода,,,,,
fast,быстрый,,,,,
father,отец,,,,,
fault,дефект; ошибка; вина; неисправность,,,,,
favor,одолжение; предпочтение; благосклонность,,,,,
fear,страх,,,,,
february,февраль,,,,,
feel,чувствовать,,,,,
feels,чувствует,,,,,
felt,почувствовал; чувствовал,,,,,
few,несколько; мало,,,,,
field,поле,,,,,
fifteen,пятнадцать,,,,,
fifty,пятьдесят,,,,,
figure,фигура,,,,,
fill,заполнять; наполнять,,,,,
film,фильм; пленка,,,,,
final,окончательный,,,,,
finally,наконец,,,,,
find,найти,,,,,
finds,находит,,,,,
fingers,пальцы,,,,,
finish,заканчивать,,,,,
finished,Закончил,,,,,
fire,огонь,,,,,
firm,фирма; организация,,,,,
first,первый,,,,,
fit,подходить; вписываться; помещаться,,,,,
fits,подходит; помещается,,,,,
five,пять,,,,,
flag,флаг,,,,,
flight,рейс,,,,,
floor,пол,,,,,
flowers,цветы,,,,,
flute,флейта,,,,,
fly,летает,,,,,
follow,следовать,,,,,
followed,сопроводил; проследовал,,,,,
following,следовать,,,,,
follows,следует,,,,,
foot,нога,,,,,
for,для,,,,,
force,сила; принуждение; усилие,,,,,
forced,принудил; заставил,,,,,
forest,лес,,,,,
forget,забывать,,,,,
forks,вилки,,,,,
formula,формула,,,,,
forty,сорок,,,,,
foundation,фонд,,,,,
four,четыре,,,,,
fourteen,четырнадцать,,,,,
fourth,четвертый,,,,,
France,Франция,,,,,
free,бесплатный,,,,,
freedom,свобода,,,,,
french,французский,,,,,
frequent,частый,,,,,
friday,пятница,,,,,
friend,друг,,,,,
from,от; из,,,,,
front,фронт; фасад; передняя часть,,,,,
full,полный,,,,,
future,будущий,,,,,
game,игра,,,,,
garden,сад,,,,,
gas,газ,,,,,
general,генеральный; главный; генерал,,,,,
generally,как правило; обычно; в основном,,,,,
generation,поколение,,,,,
geography,география,,,,,
german,немецкий,,,,,
Germany,Германия,,,,,
gets,получает,,,,,
getting,получать,,,,,
girlfriend,девушка; подруга; возлюбленная,,,,,
give,давать,,,,,
given,дал,,,,,
gives,дает,,,,,
giving,давать,,,,,
glass,стекло; стакан,,,,,
global,глобальный,,,,,
go,идти,,,,,
goal,гол,,,,,
goes,идет,,,,,
going,идти; пойти,,,,,
gold,золото,,,,,
gone,прошёл; ушёл,,,,,
good,хороший,,,,,
government,правительство,,,,,
governors,губернаторы,,,,,
grade,класс,,,,,
grandfather,дед,,,,,
grandmother,бабушка,,,,,
grass,трава,,,,,
great,отличный,,,,,
ground,земля,,,,,
group,группа,,,,,
guard,охранник,,,,,
guide,гид; путеводитель; направляющая,,,,,
gym,спортзал,,,,,
had,имел; было,,,,,
hair,волосы,,,,,
half,​​половина,,,,,
hand,рука,,,,,
happening,происходить; случай; событие; происшествие,,,,,
happy,счастливый,,,,,
hard,жесткий,,,,,
has,было; имел,,,,,
hate,ненавидеть; ненависть; ненавидит,,,,,
have,было; имел,,,,,
having,иметь,,,,,
head,голова,,,,,
health,здоровье,,,,,
hear,слышать,,,,,
heard,услышал,,,,,
hears,слышит,,,,,
heart,сердце,,,,,
heat,тепло; жара,,,,,
height,высота,,,,,
help,помощь,,,,,
helps,помогает,,,,,
here,здесь,,,,,
historical,исторический,,,,,
history,история,,,,,
home,дом,,,,,
honor,честь,,,,,
hope,надежда; надеяться,,,,,
hospital,больница,,,,,
hot,горячий,,,,,
hotel,гостиница,,,,,
hour,час,,,,,
house,дом,,,,,
how,как,,,,,
however,однако; тем не менее,,,,,
human,человеческий,,,,,
humans,люди,,,,,
humor,юмор,,,,,
hundred,сто,,,,,
husband,муж,,,,,
idea,идея,,,,,
identity,идентичность,,,,,
if,если,,,,,
ill,болен,,,,,
illness,болезнь,,,,,
images,изображение,,,,,
import,импортирует; ввозит,,,,,
importance,важность,,,,,
important,важный,,,,,
impossible,невозможный,,,,,
improve,улучшать,,,,,
in,в,,,,,
include,включать,,,,,
includes,включает,,,,,
including,включать,,,,,
increase,увеличивать,,,,,
independent,независимый,,,,,
individuals,личность; физическое лицо,,,,,
industry,промышленность,,,,,
information,информация,,,,,
inside,внутри,,,,,
instance,экземпляр; образец; инстанция,,,,,
institute,институт,,,,,
instrument,инструмент,,,,,
insurance,страхование,,,,,
interest,интерес,,,,,
interesting,интересный,,,,,
international,международный,,,,,
internet,интернет,,,,,
interview,интервью,,,,,
into,в,,,,,
introduce,вводить; представить; вводит; знакомит,,,,,
introduced,внедрил; познакомил; ввел,,,,,
introduction,введение,,,,,
investigation,исследование,,,,,
investment,инвестиции,,,,,
island,остров,,,,,
issue,вопрос; проблема,,,,,
italian,итальянский,,,,,
italians,итальянский,,,,,
january,январь,,,,,
job,работа,,,,,
journalist,журналист,,,,,
journey,путешествие,,,,,
joy,радость,,,,,
judge,судья,,,,,
july,июль,,,,,
jump,прыжок,,,,,
jumps,прыжки,,,,,
june,июнь,,,,,
just,просто; как раз,,,,,
key,ключ,,,,,
kick,удар,,,,,
kind,вид; добрый,,,,,
king,король,,,,,
kitchen,кухня,,,,,
knife,нож,,,,,
know,знать,,,,,
knowledge,знания,,,,,
known,знал,,,,,
knows,знает,,,,,
laboratory,лаборатория,,,,,
lack,отсутствие; недостаток,,,,,
lady,леди,,,,,
lamp,лампа,,,,,
land,земля,,,,,
landscape,пейзаж; ландшафт,,,,,
language,язык,,,,,
large,большой,,,,,
last,последний,,,,,
late,поздно,,,,,
later,позже,,,,,
law,закон,,,,,
lawyer,юрист,,,,,
leader,лидер,,,,,
leaf,лист,,,,,
least,по крайней мере; как минимум,,,,,
leave,оставлять,,,,,
leaves,оставляет; покидает,,,,,
leaving,покидать,,,,,
lecture,лекция,,,,,
left,оставил; уехал; бросил; левый,,,,,
legal,юридический; законный,,,,,
legs,ноги,,,,,
length,длина,,,,,
less,менее; меньше,,,,,
let,позволять; разрешать,,,,,
lets,позволяет; разрешает,,,,,
letter,письмо,,,,,
level,уровень,,,,,
library,библиотека,,,,,
life,жизнь,,,,,
light,свет,,,,,
like,как; нравится; любить,,,,,
likes,любит,,,,,
limit,предел,,,,,
line,линия,,,,,
lips,губы,,,,,
list,список,,,,,
listen,слушать,,,,,
listens,слушает,,,,,
literature,литература,,,,,
little,маленький,,,,,
live,жить,,,,,
lived,жил,,,,,
lives,живет,,,,,
living,живой,,,,,
load,нагрузка; загрузка,,,,,
local,местный,,,,,
long,длинный,,,,,
look,смотреть; взгляд,,,,,
looking,смотреть; смотреть; искать,,,,,
looks,смотрит; выглядит,,,,,
lose,потерять,,,,,
lost,потерял; проиграл,,,,,
lot,лот,,,,,
love,любовь,,,,,
loves,любит,,,,,
luck,удача,,,,,
machine,машина,,,,,
magazine,журнал,,,,,
main,главный,,,,,
majority,большинство,,,,,
make,сделать,,,,,
makes,делает,,,,,
making,делать,,,,,
many,много,,,,,
map,карта,,,,,
marathon,марафон,,,,,
march,март,,,,,
mark,пометить,,,,,
market,рынок,,,,,
marriage,брак,,,,,
mass,масса,,,,,
match,матч,,,,,
material,материал,,,,,
matter,материя; вопрос,,,,,
may,май; иметь возможность,,,,,
mayor,мэр,,,,,
meaning,смысл; значение,,,,,
measure,мера,,,,,
medicine,медицина,,,,,
meet,встречаться,,,,,
meetings,встреча; собрание; митинг,,,,,
members,участники,,,,,
memory,память,,,,,
message,сообщение,,,,,
met,встретил,,,,,
meter,метр,,,,,
method,метод,,,,,
military,военный,,,,,
million,миллион,,,,,
mind,ум,,,,,
minimum,минимальный,,,,,
minute,минута,,,,,
mirror,зеркало,,,,,
miss,скучать; пропустить; упустить; пропускает; скучает,,,,,
missed,пропустил; соскучился,,,,,
mistake,ошибка,,,,,
mix,смешивает,,,,,
model,модель,,,,,
modern,современный,,,,,
moment,момент,,,,,
monday,понедельник,,,,,
money,деньги,,,,,
months,месяцы,,,,,
moon,луна,,,,,
more,больше,,,,,
morning,утро,,,,,
mother,мать,,,,,
motor,двигатель,,,,,
motorcycle,мотоцикл,,,,,
mountain,гора,,,,,
mouth,рот,,,,,
movie,кино,,,,,
much,много,,,,,
murder,убийство,,,,,
museum,музей,,,,,
music,музыка,,,,,
musical,музыка,,,,,
must,должен,,,,,
name,имя,,,,,
national,национальный,,,,,
nature,природа,,,,,
navy,военно-морской флот,,,,,
near,рядом; возле,,,,,
necessarily,обязательно,,,,,
necessary,необходимый,,,,,
neck,шея,,,,,
need,нуждаться,,,,,
needs,нуждается,,,,,
negative,отрицательный,,,,,
neighborhood,окрестности; район; соседство,,,,,
neither,ни,,,,,
network,сеть,,,,,
never,никогда,,,,,
new,новый,,,,,
news,новости,,,,,
next,следующий,,,,,
nice,приятный,,,,,
night,ночь,,,,,
nine,девять,,,,,
nineteen,девятнадцать,,,,,
ninety,девяносто,,,,,
no,не; нет,,,,,
nobody,никого; никто,,,,,
noise,шум,,,,,
none,никого; ни один; ничего,,,,,
nor,ни,,,,,
normal,нормальный,,,,,
normally,обычно; нормально,,,,,
north,север,,,,,
nose,нос,,,,,
note,примечание; записка,,,,,
nothing,ничего,,,,,
novel,роман,,,,,
november,ноябрь,,,,,
now,сейчас,,,,,
number,число,,,,,
nurse,медсестра,,,,,
object,объект,,,,,
objective,цель,,,,,
occasion,случай,,,,,
october,октябрь,,,,,
of,из,,,,,
off,от,,,,,
offer,предлагать; предложение,,,,,
offers,предлагает,,,,,
office,офис,,,,,
officer,офицер,,,,,
official,официальный,,,,,
old,старый,,,,,
older,старый,,,,,
on,на; по,,,,,
once,однажды,,,,,
one,один; один; тот,,,,,
only,только; всего лишь,,,,,
open,открывать; открытый,,,,,
opened,открыл,,,,,
opening,открытие,,,,,
opens,открывает,,,,,
operation,операция,,,,,
opinion,мнение,,,,,
opportunity,возможности,,,,,
opposite,противоположный,,,,,
option,выбор; вариант,,,,,
or,или,,,,,
order,заказ; приказ,,,,,
ordered,заказал; приказал,,,,,
organization,организация,,,,,
origin,происхождение; источник; начало,,,,,
other,другой,,,,,
out,вне,,,,,
over,над,,,,,
own,собственный,,,,,
pages,страницы,,,,,
paid,заплатил,,,,,
pain,боль,,,,,
paint,краска,,,,,
painting,живопись,,,,,
pair,пара,,,,,
palace,дворец,,,,,
pan,кастрюля; сковорода,,,,,
paper,бумага,,,,,
parents,родители,,,,,
park,парк,,,,,
parliament,парламент,,,,,
part,часть,,,,,
party,вечеринка,,,,,
pass,пройти;  передавать,,,,,
passed,прошел,,,,,
passport,паспорт,,,,,
paths,тропы; пути; дорожки,,,,,
patients,пациенты,,,,,
pay,платить,,,,,
paying,платить,,,,,
pays,платит,,,,,
peace,мир,,,,,
pen,ручка,,,,,
people,человек,,,,,
per,в,,,,,
perfect,совершенный,,,,,
perfectly,совершенно; отлично; идеально,,,,,
performance,представление,,,,,
performed,выполнил; выступил; исполнил,,,,,
period,период,,,,,
permission,разрешение; позволение,,,,,
permit,разрешение; пропуск,,,,,
person,персона; лицо,,,,,
personal,персональный; личный,,,,,
personality,личность; индивидуальность,,,,,
philosophy,философия,,,,,
phone,телефон,,,,,
photo,фото,,,,,
photography,фотография,,,,,
phrase,фраза,,,,,
physics,физика,,,,,
pictures,фотография,,,,,
piece,кусок,,,,,
place,место,,,,,
plan,план,,,,,
plane,самолет,,,,,
planet,планета,,,,,
plant,растение,,,,,
play,играть,,,,,
played,играл,,,,,
player,игрок,,,,,
playing,играть,,,,,
plays,играет,,,,,
pleasure,удовольствие,,,,,
poetry,поэзия,,,,,
point,точка; очко,,,,,
police,полиция,,,,,
pool,бассейн,,,,,
poor,бедный,,,,,
popular,популярный,,,,,
population,население,,,,,
port,порт,,,,,
portuguese,португальский,,,,,
position,позиция,,,,,
positive,позитивный,,,,,
possibility,возможность; шанс,,,,,
possible,возможный,,,,,
possibly,возможно,,,,,
postcard,открытка,,,,,
powder,порошок,,,,,
power,сила; мощность; власть; энергия,,,,,
practice,практика,,,,,
preparation,подготовка,,,,,
prepare,готовить; подготовить,,,,,
prepared,подготовил,,,,,
present,представлять,,,,,
presentation,презентация; выступление; доклад,,,,,
presented,представил; вручил; подарил,,,,,
presents,представляет; дарит,,,,,
president,президент,,,,,
press,пресса,,,,,
prettier,красивый,,,,,
pretty,красивый; довольно; красивая; милая,,,,,
prevent,предотвращать; не допускать,,,,,
previous,предыдущий; ранее,,,,,
previously,ранее; предварительно,,,,,
price,цена,,,,,
prince,принц,,,,,
prison,тюрьма,,,,,
private,частный,,,,,
prize,приз; премия,,,,,
problem,проблема,,,,,
produce,производить; производит,,,,,
produced,произвел; изготовил,,,,,
produces,производит,,,,,
product,продукт,,,,,
production,производство,,,,,
profession,профессия,,,,,
professional,профессиональный,,,,,
professor,профессор,,,,,
profile,профиль,,,,,
program,программа,,,,,
progress,прогресс,,,,,
project,проект,,,,,
promotion,продвижение; раскрутка,,,,,
property,собственность; свойство,,,,,
protection,защита,,,,,
public,открытый; общественный; публичный,,,,,
publication,публикация,,,,,
pure,чистый,,,,,
purpose,цель; намерение,,,,,
put,положил; поставил; поместил; одел; надел; ставит,,,,,
puts,ставит,,,,,
quality,качество,,,,,
quantity,количество,,,,,
queen,королева,,,,,
racket,ракетка,,,,,
radio,радио,,,,,
rain,дождь,,,,,
rained,прошел дождь,,,,,
raining,дождь,,,,,
rains,дождь,,,,,
raise,поднимать; растить,,,,,
razor,бритва,,,,,
reach,достигать,,,,,
read,прочитал; читать,,,,,
reading,читать,,,,,
ready,готов,,,,,
real,настоящий,,,,,
reality,реальность,,,,,
really,реально; действительно,,,,,
reason,причина; повод,,,,,
received,получил,,,,,
receives,получает,,,,,
recent,недавний; последний,,,,,
record,запись,,,,,
recover,восстанавливать,,,,,
reduced,уменьшил,,,,,
region,регион,,,,,
relations,отношения,,,,,
relationship,отношения,,,,,
religion,религия,,,,,
religious,религиозный,,,,,
remember,запомнить; помнить; запомнить,,,,,
repeat,повторять,,,,,
report,отчёт; доклад,,,,,
research,исследование,,,,,
reserve,резервирует; бронирует,,,,,
reserves,бронирует,,,,,
respect,уважение; уважает,,,,,
respond,отвечать,,,,,
response,ответ,,,,,
responsibility,ответственность; обязанность,,,,,
responsible,ответственный,,,,,
rest,отдых; отдыхать,,,,,
restaurant,ресторан,,,,,
results,результаты,,,,,
return,возвращать,,,,,
returns,возвращает,,,,,
review,обзор,,,,,
rich,богатый,,,,,
right,справа,,,,,
risks,риски,,,,,
river,река,,,,,
road,дорога,,,,,
role,роль,,,,,
roof,крыша,,,,,
room,комната,,,,,
root,корень,,,,,
roses,розы,,,,,
route,маршрут; путь; дорога,,,,,
run,бегать,,,,,
running,бежать,,,,,
runs,бежит,,,,,
sad,грустный; печальный,,,,,
safety,безопасность,,,,,
said,сказал,,,,,
sale,продажа,,,,,
same,тот же; такой же,,,,,
sample,образец; пример,,,,,
sand,песок,,,,,
saturday,суббота,,,,,
save,сохранять,,,,,
say,сказать,,,,,
saying,говорить,,,,,
says,говорит,,,,,
scale,масштаб,,,,,
scene,сцена,,,,,
school,школа,,,,,
science,наука,,,,,
scientist,ученый,,,,,
scissors,ножницы,,,,,
scored,забитый,,,,,
screen,экран,,,,,
sea,море,,,,,
search,поиск,,,,,
searches,ищет,,,,,
season,сезон,,,,,
second,секунда,,,,,
secret,секрет,,,,,
secretary,секретарь,,,,,
section,раздел; часть; секция,,,,,
security,безопасность,,,,,
see,видеть,,,,,
seeing,видеть,,,,,
seems,кажется,,,,,
seen,видел; увидел,,,,,
sees,видит,,,,,
senator,сенатор,,,,,
sent,отправил; послал,,,,,
september,сентябрь,,,,,
serious,серьезный,,,,,
serve,обслуживать,,,,,
serves,обслуживает,,,,,
service,сервис,,,,,
sets,устанавливает,,,,,
seven,семь,,,,,
seventeen,семнадцать,,,,,
seventy,семьдесят,,,,,
shadow,тень,,,,,
shape,форма,,,,,
sharp,резкий; острый,,,,,
sheets,листы,,,,,
ship,корабль,,,,,
short,короткий,,,,,
should,должен,,,,,
show,показать,,,,,
shows,показывает,,,,,
shut,закрывать,,,,,
siblings,братья и сестры,,,,,
sick,больной,,,,,
side,противоположная сторона,,,,,
sight,вид,,,,,
sign,подписывать,,,,,
signal,сигнал,,,,,
signature,подпись,,,,,
signs,подписывает,,,,,
simple,простой,,,,,
since,с тех пор,,,,,
sing,поет,,,,,
sister,сестра,,,,,
site,место; сайт,,,,,
sitting,сидеть,,,,,
situations,ситуации,,,,,
six,шесть,,,,,
sixteen,шестнадцать,,,,,
sixty,шестьдесят,,,,,
sizes,размеры,,,,,
skin,кожа,,,,,
sky,небо,,,,,
sleep,спать,,,,,
sleeping,спать,,,,,
